Query.Sequence,Reference.Sequence,ANI.match,Aligned.orthologous.sequences,Total.sequence.fragments
26_bin.35,27_bin.15,75.3255,60,1288
26_bin.35,28_bin.46,76.1253,80,1288
26_bin.35,28_bin.47,75.3419,59,1288
26_bin.35,29_bin.10,99.7294,1151,1288
26_bin.35,29_bin.22,75.2478,61,1288
26_bin.35,29_bin.35,75.3493,62,1288
26_bin.35,29_bin.53,75.8905,73,1288
26_bin.35,31_bin.18,76.0412,76,1288
26_bin.35,31_bin.4,75.3862,58,1288
26_bin.35,32_bin.53,75.3443,61,1288
26_bin.35,34_bin.29,75.1478,56,1288
26_bin.35,34_bin.2,76.0656,81,1288
26_bin.35,34_bin.7,99.4771,1047,1288
26_bin.35,36_bin.22,75.8782,67,1288
26_bin.35,36_bin.32,99.5105,1049,1288
26_bin.35,36_bin.39,75.3564,59,1288
26_bin.35,37_bin.57,75.295,59,1288
26_bin.35,38_bin.9,75.1717,58,1288
26_bin.35,39_bin.35,75.2664,51,1288
26_bin.35,39_bin.46,75.8758,78,1288
26_bin.35,41_bin.32,75.2364,57,1288
26_bin.35,41_bin.35,75.9849,77,1288
26_bin.35,41_bin.37,99.7698,1159,1288
26_bin.35,41_bin.38,77.7516,241,1288
26_bin.35,41_bin.76,76.0238,51,1288
26_bin.35,42_bin.21,75.2215,58,1288
26_bin.35,42_bin.6,76.0758,78,1288
26_bin.35,43_bin.28,99.4515,1009,1288
26_bin.35,43_bin.34,76.0249,75,1288
26_bin.35,43_bin.39,75.8793,52,1288
26_bin.35,43_bin.59,75.3244,61,1288
26_bin.35,44_bin.27,99.5774,1125,1288
26_bin.35,44_bin.41,76.0169,74,1288
26_bin.35,44_bin.50,75.2133,54,1288
26_bin.35,46_bin.21,75.3094,57,1288
26_bin.35,46_bin.56,75.9565,50,1288
26_bin.35,46_bin.59,99.6775,1106,1288
26_bin.35,47_bin.30,75.3622,54,1288
26_bin.35,47_bin.61,76.1751,79,1288
26_bin.35,47_bin.64,99.3382,945,1288
26_bin.35,48_bin.50,75.3952,56,1288
26_bin.35,48_bin.65,75.9618,76,1288
26_bin.35,49_bin.10,75.3691,55,1288
26_bin.35,49_bin.68,99.6437,1098,1288
26_bin.35,49_bin.94,75.8788,59,1288
26_bin.9,11_bin.53,76.4149,212,1307
26_bin.9,21_bin.10,81.3252,304,1307
26_bin.9,21_bin.47,99.798,1165,1307
26_bin.9,22_bin.14,99.72,1183,1307
26_bin.9,22_bin.5,76.9047,175,1307
26_bin.9,23_bin.50,99.6708,1173,1307
26_bin.9,24_bin.42,78.8317,460,1307
26_bin.9,24_bin.63,99.6931,1197,1307
26_bin.9,24_bin.64,76.5069,262,1307
26_bin.9,25_bin.7,75.4881,97,1307
26_bin.9,26_bin.35,75.4907,60,1307
26_bin.9,26_bin.9,100,1293,1307
26_bin.9,27_bin.15,99.8345,1248,1307
26_bin.9,28_bin.46,76.562,267,1307
26_bin.9,28_bin.47,99.7841,1208,1307
26_bin.9,29_bin.10,75.4909,57,1307
26_bin.9,29_bin.22,80.1943,622,1307
26_bin.9,29_bin.35,99.7177,1184,1307
26_bin.9,29_bin.53,76.9819,258,1307
26_bin.9,31_bin.18,76.4375,265,1307
26_bin.9,31_bin.4,99.7976,1211,1307
26_bin.9,32_bin.53,99.7536,1179,1307
26_bin.9,34_bin.29,99.6953,1177,1307
26_bin.9,34_bin.2,77.3731,290,1307
26_bin.9,34_bin.7,75.573,60,1307
26_bin.9,36_bin.22,76.4258,207,1307
26_bin.9,36_bin.32,75.2215,59,1307
26_bin.9,36_bin.39,99.7694,1171,1307
26_bin.9,37_bin.57,99.7123,1169,1307
26_bin.9,38_bin.9,99.713,1190,1307
26_bin.9,39_bin.35,99.5731,1155,1307
26_bin.9,39_bin.46,76.4969,264,1307
26_bin.9,40_bin.5,75.3929,93,1307
26_bin.9,41_bin.32,99.6669,1174,1307
26_bin.9,41_bin.35,76.7142,259,1307
26_bin.9,41_bin.37,75.5001,62,1307
26_bin.9,41_bin.38,75.6002,78,1307
26_bin.9,41_bin.76,76.0307,175,1307
26_bin.9,42_bin.21,99.6897,1156,1307
26_bin.9,42_bin.6,76.5085,263,1307
26_bin.9,43_bin.34,76.3981,272,1307
26_bin.9,43_bin.39,76.0782,196,1307
26_bin.9,43_bin.59,99.7156,1165,1307
26_bin.9,44_bin.27,75.4866,59,1307
26_bin.9,44_bin.41,76.4712,235,1307
26_bin.9,44_bin.50,99.6499,1138,1307
26_bin.9,45_bin.16,75.4831,105,1307
26_bin.9,46_bin.21,99.7142,1168,1307
26_bin.9,46_bin.56,76.0093,186,1307
26_bin.9,46_bin.59,75.4084,56,1307
26_bin.9,46_bin.73,78.6354,471,1307
26_bin.9,47_bin.13,78.8009,475,1307
26_bin.9,47_bin.30,99.0174,918,1307
26_bin.9,47_bin.61,76.5264,266,1307
26_bin.9,48_bin.50,99.5831,1129,1307
26_bin.9,48_bin.65,76.4865,262,1307
26_bin.9,49_bin.10,99.6791,1130,1307
26_bin.9,49_bin.68,75.4582,58,1307
26_bin.9,49_bin.94,76.1219,198,1307
26_bin.9,50_bin.1,75.4738,106,1307
27_bin.15,11_bin.53,76.2377,206,1366
27_bin.15,21_bin.10,81.7985,310,1366
27_bin.15,21_bin.47,99.7322,1215,1366
27_bin.15,22_bin.14,99.7347,1228,1366
27_bin.15,22_bin.5,76.5965,184,1366
27_bin.15,23_bin.50,99.6951,1218,1366
27_bin.15,24_bin.42,78.8493,470,1366
27_bin.15,24_bin.63,99.7198,1240,1366
27_bin.15,24_bin.64,76.3964,262,1366
27_bin.15,25_bin.7,75.5514,102,1366
27_bin.15,26_bin.35,75.5568,73,1366
27_bin.15,26_bin.9,99.7731,1239,1366
27_bin.15,27_bin.15,100,1360,1366
27_bin.15,28_bin.46,76.5807,263,1366
27_bin.15,28_bin.47,99.8039,1250,1366
27_bin.15,29_bin.10,75.4738,69,1366
27_bin.15,29_bin.22,80.4019,644,1366
27_bin.15,29_bin.35,99.6937,1226,1366
27_bin.15,29_bin.53,76.5885,258,1366
27_bin.15,31_bin.18,76.3958,268,1366
27_bin.15,31_bin.4,99.7741,1260,1366
27_bin.15,32_bin.53,99.7333,1218,1366
27_bin.15,34_bin.29,99.6877,1214,1366
27_bin.15,34_bin.2,77.5255,288,1366
27_bin.15,34_bin.7,75.5363,71,1366
27_bin.15,36_bin.22,76.2487,208,1366
27_bin.15,36_bin.32,75.4353,68,1366
27_bin.15,36_bin.39,99.7309,1222,1366
27_bin.15,37_bin.57,99.6902,1196,1366
27_bin.15,38_bin.9,99.6857,1220,1366
27_bin.15,39_bin.35,99.6361,1193,1366
27_bin.15,39_bin.46,76.4086,264,1366
27_bin.15,40_bin.5,75.4886,89,1366
27_bin.15,41_bin.32,99.6992,1210,1366
27_bin.15,41_bin.35,76.5307,258,1366
27_bin.15,41_bin.37,75.5311,73,1366
27_bin.15,41_bin.38,75.7894,81,1366
27_bin.15,41_bin.76,76.0598,184,1366
27_bin.15,42_bin.21,99.6681,1194,1366
27_bin.15,42_bin.6,76.3608,269,1366
27_bin.15,43_bin.28,75.4177,55,1366
27_bin.15,43_bin.34,76.2785,267,1366
27_bin.15,43_bin.39,76.0466,204,1366
27_bin.15,43_bin.59,99.6612,1201,1366
27_bin.15,44_bin.27,75.468,74,1366
27_bin.15,44_bin.41,76.368,239,1366
27_bin.15,44_bin.50,99.6768,1168,1366
27_bin.15,45_bin.16,75.6275,103,1366
27_bin.15,46_bin.21,99.7005,1207,1366
27_bin.15,46_bin.56,75.959,190,1366
27_bin.15,46_bin.59,75.4766,67,1366
27_bin.15,46_bin.73,78.706,481,1366
27_bin.15,47_bin.13,78.8647,501,1366
27_bin.15,47_bin.30,98.9972,948,1366
27_bin.15,47_bin.61,76.3598,275,1366
27_bin.15,47_bin.64,75.314,56,1366
27_bin.15,48_bin.50,99.5587,1157,1366
27_bin.15,48_bin.65,76.3122,257,1366
27_bin.15,49_bin.10,99.6094,1183,1366
27_bin.15,49_bin.68,75.4452,65,1366
27_bin.15,49_bin.94,76.1613,203,1366
27_bin.15,50_bin.1,75.6497,101,1366
28_bin.46,11_bin.53,99.0681,751,1121
28_bin.46,21_bin.10,99.6986,1001,1121
28_bin.46,21_bin.47,76.7109,260,1121
28_bin.46,22_bin.14,76.4246,255,1121
28_bin.46,22_bin.5,98.7358,633,1121
28_bin.46,23_bin.50,76.5739,263,1121
28_bin.46,24_bin.42,76.2462,181,1121
28_bin.46,24_bin.63,76.5649,256,1121
28_bin.46,24_bin.64,99.6789,1034,1121
28_bin.46,25_bin.7,75.6304,54,1121
28_bin.46,26_bin.35,76.0386,77,1121
28_bin.46,26_bin.9,76.3787,268,1121
28_bin.46,27_bin.15,76.3865,270,1121
28_bin.46,28_bin.46,100,1113,1121
28_bin.46,28_bin.47,76.2859,261,1121
28_bin.46,29_bin.10,76.0132,78,1121
28_bin.46,29_bin.22,76.4063,232,1121
28_bin.46,29_bin.35,76.4978,257,1121
28_bin.46,29_bin.53,99.57,1013,1121
28_bin.46,31_bin.18,99.7162,1017,1121
28_bin.46,31_bin.4,76.346,258,1121
28_bin.46,32_bin.53,76.4204,264,1121
28_bin.46,34_bin.28,76.3955,92,1121
28_bin.46,34_bin.29,76.4454,251,1121
28_bin.46,34_bin.2,99.7417,1032,1121
28_bin.46,34_bin.7,76.1501,75,1121
28_bin.46,36_bin.22,99.1797,764,1121
28_bin.46,36_bin.32,78.6474,72,1121
28_bin.46,36_bin.39,76.4408,267,1121
28_bin.46,37_bin.57,76.4872,255,1121
28_bin.46,38_bin.9,76.3922,252,1121
28_bin.46,39_bin.35,76.4982,255,1121
28_bin.46,39_bin.46,99.6236,982,1121
28_bin.46,40_bin.5,75.3096,50,1121
28_bin.46,41_bin.32,76.3386,254,1121
28_bin.46,41_bin.35,99.6934,1049,1121
28_bin.46,41_bin.37,76.2262,77,1121
28_bin.46,41_bin.38,75.8881,89,1121
28_bin.46,41_bin.76,78.1776,311,1121
28_bin.46,42_bin.21,76.3257,258,1121
28_bin.46,42_bin.6,99.6863,1070,1121
28_bin.46,43_bin.28,75.9059,73,1121
28_bin.46,43_bin.34,99.683,1063,1121
28_bin.46,43_bin.39,78.2229,341,1121
28_bin.46,43_bin.59,76.4433,256,1121
28_bin.46,44_bin.27,76.1879,76,1121
28_bin.46,44_bin.41,99.312,837,1121
28_bin.46,44_bin.50,76.4074,258,1121
28_bin.46,45_bin.16,75.4041,60,1121
28_bin.46,46_bin.21,76.4586,264,1121
28_bin.46,46_bin.56,79.4166,329,1121
28_bin.46,46_bin.59,76.3536,72,1121
28_bin.46,46_bin.73,76.3733,184,1121
28_bin.46,47_bin.13,76.7881,179,1121
28_bin.46,47_bin.30,76.3453,224,1121
28_bin.46,47_bin.61,99.7151,1065,1121
28_bin.46,47_bin.64,75.9794,67,1121
28_bin.46,48_bin.50,76.5181,249,1121
28_bin.46,48_bin.65,99.7289,1041,1121
28_bin.46,49_bin.10,76.3916,248,1121
28_bin.46,49_bin.68,76.0861,67,1121
28_bin.46,49_bin.94,78.4086,352,1121
28_bin.46,50_bin.1,75.443,59,1121
28_bin.47,11_bin.53,76.2724,203,1313
28_bin.47,21_bin.10,81.759,308,1313
28_bin.47,21_bin.47,99.7181,1165,1313
28_bin.47,22_bin.14,99.6647,1190,1313
28_bin.47,22_bin.5,76.8584,174,1313
28_bin.47,23_bin.50,99.6537,1181,1313
28_bin.47,24_bin.42,78.934,468,1313
28_bin.47,24_bin.63,99.6802,1198,1313
28_bin.47,24_bin.64,76.3553,259,1313
28_bin.47,25_bin.7,75.6974,91,1313
28_bin.47,26_bin.35,75.4504,64,1313
28_bin.47,26_bin.9,99.7547,1205,1313
28_bin.47,27_bin.15,99.802,1255,1313
28_bin.47,28_bin.46,76.2965,263,1313
28_bin.47,28_bin.47,100,1306,1313
28_bin.47,29_bin.10,75.4951,60,1313
28_bin.47,29_bin.22,80.2589,637,1313
28_bin.47,29_bin.35,99.6932,1199,1313
28_bin.47,29_bin.53,76.546,253,1313
28_bin.47,31_bin.18,76.337,260,1313
28_bin.47,31_bin.4,99.7731,1217,1313
28_bin.47,32_bin.53,99.7214,1186,1313
28_bin.47,34_bin.29,99.7146,1186,1313
28_bin.47,34_bin.2,77.6218,283,1313
28_bin.47,34_bin.7,75.4612,61,1313
28_bin.47,36_bin.22,76.2131,200,1313
28_bin.47,36_bin.32,75.3133,55,1313
28_bin.47,36_bin.39,99.6926,1187,1313
28_bin.47,37_bin.57,99.7278,1159,1313
28_bin.47,38_bin.9,99.7179,1177,1313
28_bin.47,39_bin.35,99.6163,1157,1313
28_bin.47,39_bin.46,76.4505,250,1313
28_bin.47,40_bin.5,75.5489,82,1313
28_bin.47,41_bin.32,99.6971,1185,1313
28_bin.47,41_bin.35,76.5991,249,1313
28_bin.47,41_bin.37,75.447,65,1313
28_bin.47,41_bin.38,75.7753,75,1313
28_bin.47,41_bin.76,76.1971,173,1313
28_bin.47,42_bin.21,99.6882,1164,1313
28_bin.47,42_bin.6,76.3547,260,1313
28_bin.47,43_bin.28,75.3225,52,1313
28_bin.47,43_bin.34,76.349,258,1313
28_bin.47,43_bin.39,76.2036,197,1313
28_bin.47,43_bin.59,99.6956,1167,1313
28_bin.47,44_bin.27,75.41,63,1313
28_bin.47,44_bin.41,76.3544,229,1313
28_bin.47,44_bin.50,99.6614,1145,1313
28_bin.47,45_bin.16,75.6711,95,1313
28_bin.47,46_bin.21,99.6954,1177,1313
28_bin.47,46_bin.56,76.0075,192,1313
28_bin.47,46_bin.59,75.4864,56,1313
28_bin.47,46_bin.73,78.7015,465,1313
28_bin.47,47_bin.13,78.7965,493,1313
28_bin.47,47_bin.30,99.0447,917,1313
28_bin.47,47_bin.61,76.4546,253,1313
28_bin.47,47_bin.64,75.3521,51,1313
28_bin.47,48_bin.50,99.4418,1130,1313
28_bin.47,48_bin.65,76.3419,254,1313
28_bin.47,49_bin.10,99.5992,1148,1313
28_bin.47,49_bin.68,75.44,58,1313
28_bin.47,49_bin.94,76.2697,194,1313
28_bin.47,50_bin.1,75.5749,99,1313
29_bin.10,11_bin.53,76.0549,60,1264
29_bin.10,21_bin.10,75.8529,79,1264
29_bin.10,22_bin.14,75.7227,54,1264
29_bin.10,23_bin.50,75.6239,56,1264
29_bin.10,24_bin.42,75.1452,52,1264
29_bin.10,24_bin.63,75.7235,54,1264
29_bin.10,24_bin.64,75.9153,81,1264
29_bin.10,26_bin.35,99.7706,1156,1264
29_bin.10,26_bin.9,75.5266,58,1264
29_bin.10,27_bin.15,75.625,60,1264
29_bin.10,28_bin.46,75.9581,80,1264
29_bin.10,28_bin.47,75.6662,56,1264
29_bin.10,29_bin.10,100,1256,1264
29_bin.10,29_bin.22,75.3601,75,1264
29_bin.10,29_bin.35,75.6281,59,1264
29_bin.10,29_bin.53,75.7975,79,1264
29_bin.10,31_bin.18,75.9087,83,1264
29_bin.10,31_bin.4,75.6651,58,1264
29_bin.10,32_bin.53,75.5243,56,1264
29_bin.10,34_bin.29,75.4085,51,1264
29_bin.10,34_bin.2,75.9501,84,1264
29_bin.10,34_bin.7,99.4796,1032,1264
29_bin.10,36_bin.22,76.2088,62,1264
29_bin.10,36_bin.32,99.5698,1031,1264
29_bin.10,36_bin.39,75.5825,58,1264
29_bin.10,37_bin.57,75.5763,59,1264
29_bin.10,38_bin.9,75.4909,53,1264
29_bin.10,39_bin.35,75.5979,51,1264
29_bin.10,39_bin.46,75.9248,76,1264
29_bin.10,41_bin.32,75.6288,54,1264
29_bin.10,41_bin.35,75.9528,76,1264
29_bin.10,41_bin.37,99.7406,1139,1264
29_bin.10,41_bin.38,77.7211,237,1264
29_bin.10,41_bin.76,75.7895,52,1264
29_bin.10,42_bin.21,75.4787,56,1264
29_bin.10,42_bin.6,75.8679,80,1264
29_bin.10,43_bin.28,99.3773,991,1264
29_bin.10,43_bin.34,75.9544,77,1264
29_bin.10,43_bin.39,75.9192,53,1264
29_bin.10,43_bin.59,75.5653,63,1264
29_bin.10,44_bin.27,99.6336,1085,1264
29_bin.10,44_bin.41,75.9262,74,1264
29_bin.10,44_bin.50,75.6426,50,1264
29_bin.10,46_bin.21,75.7125,53,1264
29_bin.10,46_bin.56,75.8874,55,1264
29_bin.10,46_bin.59,99.6569,1089,1264
29_bin.10,46_bin.73,75.1354,56,1264
29_bin.10,47_bin.61,75.9918,82,1264
29_bin.10,47_bin.64,99.3245,935,1264
29_bin.10,48_bin.50,75.6154,53,1264
29_bin.10,48_bin.65,75.9915,74,1264
29_bin.10,49_bin.10,75.6165,53,1264
29_bin.10,49_bin.68,99.6563,1093,1264
29_bin.10,49_bin.94,75.9419,61,1264
29_bin.22,11_bin.53,76.506,166,1403
29_bin.22,21_bin.10,77.3079,242,1403
29_bin.22,21_bin.47,80.0544,610,1403
29_bin.22,22_bin.14,80.3432,618,1403
29_bin.22,22_bin.5,76.2785,154,1403
29_bin.22,23_bin.50,80.2887,616,1403
29_bin.22,24_bin.42,98.8966,866,1403
29_bin.22,24_bin.63,80.2619,626,1403
29_bin.22,24_bin.64,76.6492,212,1403
29_bin.22,25_bin.7,75.6558,86,1403
29_bin.22,26_bin.35,75.2479,67,1403
29_bin.22,26_bin.9,80.2197,619,1403
29_bin.22,27_bin.15,80.2415,646,1403
29_bin.22,28_bin.46,76.6141,218,1403
29_bin.22,28_bin.47,80.2909,622,1403
29_bin.22,29_bin.10,75.2299,71,1403
29_bin.22,29_bin.22,100,1381,1403
29_bin.22,29_bin.35,80.2328,627,1403
29_bin.22,29_bin.53,76.4938,209,1403
29_bin.22,31_bin.18,78.0639,223,1403
29_bin.22,31_bin.4,80.3001,627,1403
29_bin.22,32_bin.53,80.1375,628,1403
29_bin.22,34_bin.28,75.6736,55,1403
29_bin.22,34_bin.29,80.265,618,1403
29_bin.22,34_bin.2,80.553,254,1403
29_bin.22,34_bin.7,75.2873,66,1403
29_bin.22,36_bin.22,77.0398,174,1403
29_bin.22,36_bin.32,75.3366,62,1403
29_bin.22,36_bin.39,80.1938,622,1403
29_bin.22,37_bin.57,80.3411,601,1403
29_bin.22,38_bin.9,80.2221,620,1403
29_bin.22,39_bin.35,80.2647,616,1403
29_bin.22,39_bin.46,77.4735,212,1403
29_bin.22,40_bin.5,75.3526,70,1403
29_bin.22,41_bin.32,80.0913,619,1403
29_bin.22,41_bin.35,76.701,213,1403
29_bin.22,41_bin.37,75.2851,68,1403
29_bin.22,41_bin.38,75.3628,75,1403
29_bin.22,41_bin.76,76.0795,176,1403
29_bin.22,42_bin.21,80.2499,606,1403
29_bin.22,42_bin.6,76.452,217,1403
29_bin.22,43_bin.28,75.1498,58,1403
29_bin.22,43_bin.34,76.4976,209,1403
29_bin.22,43_bin.39,76.7502,203,1403
29_bin.22,43_bin.59,80.2788,622,1403
29_bin.22,44_bin.27,75.3108,67,1403
29_bin.22,44_bin.41,76.8916,193,1403
29_bin.22,44_bin.50,80.1857,611,1403
29_bin.22,45_bin.16,75.6007,84,1403
29_bin.22,46_bin.21,80.0569,621,1403
29_bin.22,46_bin.56,76.4838,196,1403
29_bin.22,46_bin.59,75.2801,65,1403
29_bin.22,46_bin.73,98.9317,883,1403
29_bin.22,47_bin.13,98.9961,868,1403
29_bin.22,47_bin.30,80.486,524,1403
29_bin.22,47_bin.61,76.7616,215,1403
29_bin.22,47_bin.64,75.0695,53,1403
29_bin.22,48_bin.50,80.2603,609,1403
29_bin.22,48_bin.65,76.64,216,1403
29_bin.22,49_bin.10,80.3096,610,1403
29_bin.22,49_bin.68,75.2989,63,1403
29_bin.22,49_bin.94,76.3475,199,1403
29_bin.22,50_bin.1,75.4731,86,1403
29_bin.35,11_bin.53,78.0628,218,1307
29_bin.35,21_bin.10,82.3786,303,1307
29_bin.35,21_bin.47,99.7675,1152,1307
29_bin.35,22_bin.14,99.6412,1167,1307
29_bin.35,22_bin.5,76.9933,169,1307
29_bin.35,23_bin.50,99.6113,1151,1307
29_bin.35,24_bin.42,79.1156,454,1307
29_bin.35,24_bin.63,99.6675,1174,1307
29_bin.35,24_bin.64,77.922,267,1307
29_bin.35,25_bin.7,75.6524,98,1307
29_bin.35,26_bin.35,75.406,65,1307
29_bin.35,26_bin.9,99.7885,1190,1307
29_bin.35,27_bin.15,99.8252,1233,1307
29_bin.35,28_bin.46,76.5681,265,1307
29_bin.35,28_bin.47,99.7779,1195,1307
29_bin.35,29_bin.10,75.5396,58,1307
29_bin.35,29_bin.22,80.2038,633,1307
29_bin.35,29_bin.35,100,1293,1307
29_bin.35,29_bin.53,76.3507,257,1307
29_bin.35,31_bin.18,76.4802,263,1307
29_bin.35,31_bin.4,99.7752,1209,1307
29_bin.35,32_bin.53,99.7675,1178,1307
29_bin.35,34_bin.29,99.7794,1176,1307
29_bin.35,34_bin.2,77.5759,278,1307
29_bin.35,34_bin.7,75.2901,62,1307
29_bin.35,36_bin.22,76.3326,200,1307
29_bin.35,36_bin.32,75.3236,58,1307
29_bin.35,36_bin.39,99.7566,1198,1307
29_bin.35,37_bin.57,99.7398,1181,1307
29_bin.35,38_bin.9,99.7665,1207,1307
29_bin.35,39_bin.35,99.7198,1155,1307
29_bin.35,39_bin.46,76.412,259,1307
29_bin.35,40_bin.5,75.4349,83,1307
29_bin.35,41_bin.32,99.766,1190,1307
29_bin.35,41_bin.35,76.6198,255,1307
29_bin.35,41_bin.37,75.39,63,1307
29_bin.35,41_bin.38,75.6771,75,1307
29_bin.35,41_bin.76,76.2188,172,1307
29_bin.35,42_bin.21,99.7745,1174,1307
29_bin.35,42_bin.6,76.5142,263,1307
29_bin.35,43_bin.28,75.3824,54,1307
29_bin.35,43_bin.34,76.4947,257,1307
29_bin.35,43_bin.39,76.2164,198,1307
29_bin.35,43_bin.59,99.7722,1195,1307
29_bin.35,44_bin.27,75.4715,60,1307
29_bin.35,44_bin.41,76.4534,231,1307
29_bin.35,44_bin.50,99.6789,1167,1307
29_bin.35,45_bin.16,75.5396,104,1307
29_bin.35,46_bin.21,99.7702,1175,1307
29_bin.35,46_bin.56,76.184,180,1307
29_bin.35,46_bin.59,75.4246,57,1307
29_bin.35,46_bin.73,78.8624,463,1307
29_bin.35,47_bin.13,78.9226,488,1307
29_bin.35,47_bin.30,99.1042,936,1307
29_bin.35,47_bin.61,76.4994,254,1307
29_bin.35,48_bin.50,99.5717,1157,1307
29_bin.35,48_bin.65,76.363,257,1307
29_bin.35,49_bin.10,99.6617,1160,1307
29_bin.35,49_bin.68,75.4332,57,1307
29_bin.35,49_bin.94,76.3764,197,1307
29_bin.35,50_bin.1,75.6259,97,1307
29_bin.53,11_bin.53,99.0317,748,1086
29_bin.53,21_bin.10,99.6553,985,1086
29_bin.53,21_bin.47,76.5921,240,1086
29_bin.53,22_bin.14,76.6904,250,1086
29_bin.53,22_bin.5,98.7261,631,1086
29_bin.53,23_bin.50,76.7986,256,1086
29_bin.53,24_bin.42,76.7106,167,1086
29_bin.53,24_bin.63,76.7626,250,1086
29_bin.53,24_bin.64,99.6963,1015,1086
29_bin.53,25_bin.7,75.3068,56,1086
29_bin.53,26_bin.35,75.868,75,1086
29_bin.53,26_bin.9,76.7839,251,1086
29_bin.53,27_bin.15,76.5721,261,1086
29_bin.53,28_bin.46,99.6469,1016,1086
29_bin.53,28_bin.47,76.5787,249,1086
29_bin.53,29_bin.10,75.8942,75,1086
29_bin.53,29_bin.22,76.3553,222,1086
29_bin.53,29_bin.35,76.3046,248,1086
29_bin.53,29_bin.53,100,1076,1086
29_bin.53,31_bin.18,99.6801,995,1086
29_bin.53,31_bin.4,76.7499,254,1086
29_bin.53,32_bin.53,76.758,252,1086
29_bin.53,34_bin.28,76.3723,91,1086
29_bin.53,34_bin.29,76.7388,242,1086
29_bin.53,34_bin.2,99.7198,1013,1086
29_bin.53,34_bin.7,75.9899,73,1086
29_bin.53,36_bin.22,99.1036,757,1086
29_bin.53,36_bin.32,77.1556,72,1086
29_bin.53,36_bin.39,76.7691,256,1086
29_bin.53,37_bin.57,76.5649,240,1086
29_bin.53,38_bin.9,76.8971,243,1086
29_bin.53,39_bin.35,76.8739,249,1086
29_bin.53,39_bin.46,99.5969,969,1086
29_bin.53,40_bin.5,74.9062,53,1086
29_bin.53,41_bin.32,76.6175,251,1086
29_bin.53,41_bin.35,99.7044,1019,1086
29_bin.53,41_bin.37,75.9184,71,1086
29_bin.53,41_bin.38,75.8522,87,1086
29_bin.53,41_bin.76,78.012,295,1086
29_bin.53,42_bin.21,76.6625,242,1086
29_bin.53,42_bin.6,99.7208,1038,1086
29_bin.53,43_bin.28,75.7331,70,1086
29_bin.53,43_bin.34,99.7635,1050,1086
29_bin.53,43_bin.39,78.1914,348,1086
29_bin.53,43_bin.59,76.6514,243,1086
29_bin.53,44_bin.27,76.0377,69,1086
29_bin.53,44_bin.41,99.2228,815,1086
29_bin.53,44_bin.50,76.8124,245,1086
29_bin.53,45_bin.16,75.1095,56,1086
29_bin.53,46_bin.21,76.9682,246,1086
29_bin.53,46_bin.56,79.3373,317,1086
29_bin.53,46_bin.59,75.9987,67,1086
29_bin.53,46_bin.73,76.4849,177,1086
29_bin.53,47_bin.13,76.5492,166,1086
29_bin.53,47_bin.30,76.8278,217,1086
29_bin.53,47_bin.61,99.7515,1040,1086
29_bin.53,47_bin.64,75.7297,62,1086
29_bin.53,48_bin.50,76.8579,246,1086
29_bin.53,48_bin.65,99.6949,1021,1086
29_bin.53,49_bin.10,76.627,236,1086
29_bin.53,49_bin.68,76.054,69,1086
29_bin.53,49_bin.94,78.2557,336,1086
29_bin.53,50_bin.1,75.0595,65,1086
31_bin.18,11_bin.53,99.0043,751,1099
31_bin.18,21_bin.10,99.6457,982,1099
31_bin.18,21_bin.47,76.8135,234,1099
31_bin.18,22_bin.14,76.5695,235,1099
31_bin.18,22_bin.5,98.6485,628,1099
31_bin.18,23_bin.50,76.637,245,1099
31_bin.18,24_bin.42,76.7339,167,1099
31_bin.18,24_bin.63,76.5913,242,1099
31_bin.18,24_bin.64,99.6821,1015,1099
31_bin.18,25_bin.7,75.679,60,1099
31_bin.18,26_bin.35,75.9373,80,1099
31_bin.18,26_bin.9,76.4742,240,1099
31_bin.18,27_bin.15,76.5484,246,1099
31_bin.18,28_bin.46,99.7073,1019,1099
31_bin.18,28_bin.47,76.521,234,1099
31_bin.18,29_bin.10,75.822,82,1099
31_bin.18,29_bin.22,77.7299,246,1099
31_bin.18,29_bin.35,76.5802,236,1099
31_bin.18,29_bin.53,99.6338,993,1099
31_bin.18,31_bin.18,100,1092,1099
31_bin.18,31_bin.4,76.4535,240,1099
31_bin.18,32_bin.53,76.6112,233,1099
31_bin.18,34_bin.28,76.2871,84,1099
31_bin.18,34_bin.29,76.5812,229,1099
31_bin.18,34_bin.2,99.7113,1040,1099
31_bin.18,34_bin.7,75.9965,77,1099
31_bin.18,36_bin.22,99.1128,754,1099
31_bin.18,36_bin.32,77.6049,75,1099
31_bin.18,36_bin.39,76.6002,238,1099
31_bin.18,37_bin.57,76.5432,233,1099
31_bin.18,38_bin.9,76.5952,221,1099
31_bin.18,39_bin.35,76.5472,235,1099
31_bin.18,39_bin.46,99.5719,972,1099
31_bin.18,40_bin.5,75.5607,51,1099
31_bin.18,41_bin.32,76.4984,229,1099
31_bin.18,41_bin.35,99.6954,1004,1099
31_bin.18,41_bin.37,76.0713,81,1099
31_bin.18,41_bin.38,75.8755,87,1099
31_bin.18,41_bin.76,78.2802,286,1099
31_bin.18,42_bin.21,76.5369,235,1099
31_bin.18,42_bin.6,99.705,1035,1099
31_bin.18,43_bin.28,75.7937,79,1099
31_bin.18,43_bin.34,99.7068,1033,1099
31_bin.18,43_bin.39,78.4311,329,1099
31_bin.18,43_bin.59,76.5074,232,1099
31_bin.18,44_bin.27,76.0707,83,1099
