Kegg_Module,Fullname,path,Level1,Level2,module_type
M00120,"M00120 Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770map01240map01100]",map00770map01240map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
M00120,"M00120 Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770map01240map01100]",map00770map01240map01100,Cofactor and vitamin metabolism,Energy metabolism,pathway
M00120,"M00120 Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770map01240map01100]",map00770map01240map01100,Cofactor and vitamin metabolism,Lipid metabolism,pathway
M00120,"M00120 Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770map01240map01100]",map00770map01240map01100,Cofactor and vitamin metabolism,Nucleotide metabolism,pathway
M00120,"M00120 Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770map01240map01100]",map00770map01240map01100,Cofactor and vitamin metabolism,Amino acid metabolism,pathway
M00120,"M00120 Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770map01240map01100]",map00770map01240map01100,Cofactor and vitamin metabolism,Glycan metabolism,pathway
M00120,"M00120 Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770map01240map01100]",map00770map01240map01100,Cofactor and vitamin metabolism,Metabolism of cofactors and vitamins,pathway
M00120,"M00120 Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770map01240map01100]",map00770map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00120,"M00120 Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770map01240map01100]",map00770map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of other secondary metabolites,pathway
M00120,"M00120 Coenzyme A biosynthesis, pantothenate => CoA [PATH:map00770map01240map01100]",map00770map01240map01100,Cofactor and vitamin metabolism,Xenobiotics biodegradation,pathway
M00121,"M00121 Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860map01240map01100map01110]",map00860map01240map01100map01110,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
M00121,"M00121 Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860map01240map01100map01110]",map00860map01240map01100map01110,Cofactor and vitamin metabolism,Energy metabolism,pathway
M00121,"M00121 Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860map01240map01100map01110]",map00860map01240map01100map01110,Cofactor and vitamin metabolism,Lipid metabolism,pathway
M00121,"M00121 Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860map01240map01100map01110]",map00860map01240map01100map01110,Cofactor and vitamin metabolism,Nucleotide metabolism,pathway
M00121,"M00121 Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860map01240map01100map01110]",map00860map01240map01100map01110,Cofactor and vitamin metabolism,Amino acid metabolism,pathway
M00121,"M00121 Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860map01240map01100map01110]",map00860map01240map01100map01110,Cofactor and vitamin metabolism,Glycan metabolism,pathway
M00121,"M00121 Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860map01240map01100map01110]",map00860map01240map01100map01110,Cofactor and vitamin metabolism,Metabolism of cofactors and vitamins,pathway
M00121,"M00121 Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860map01240map01100map01110]",map00860map01240map01100map01110,Cofactor and vitamin metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00121,"M00121 Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860map01240map01100map01110]",map00860map01240map01100map01110,Cofactor and vitamin metabolism,Biosynthesis of other secondary metabolites,pathway
M00121,"M00121 Heme biosynthesis, plants and bacteria, glutamate => heme [PATH:map00860map01240map01100map01110]",map00860map01240map01100map01110,Cofactor and vitamin metabolism,Xenobiotics biodegradation,pathway
M00122,"M00122 Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860map01240map01100]",map00860map01240map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
M00122,"M00122 Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860map01240map01100]",map00860map01240map01100,Cofactor and vitamin metabolism,Energy metabolism,pathway
M00122,"M00122 Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860map01240map01100]",map00860map01240map01100,Cofactor and vitamin metabolism,Lipid metabolism,pathway
M00122,"M00122 Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860map01240map01100]",map00860map01240map01100,Cofactor and vitamin metabolism,Nucleotide metabolism,pathway
M00122,"M00122 Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860map01240map01100]",map00860map01240map01100,Cofactor and vitamin metabolism,Amino acid metabolism,pathway
M00122,"M00122 Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860map01240map01100]",map00860map01240map01100,Cofactor and vitamin metabolism,Glycan metabolism,pathway
M00122,"M00122 Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860map01240map01100]",map00860map01240map01100,Cofactor and vitamin metabolism,Metabolism of cofactors and vitamins,pathway
M00122,"M00122 Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860map01240map01100]",map00860map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00122,"M00122 Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860map01240map01100]",map00860map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of other secondary metabolites,pathway
M00122,"M00122 Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin [PATH:map00860map01240map01100]",map00860map01240map01100,Cofactor and vitamin metabolism,Xenobiotics biodegradation,pathway
M00123,"M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
M00123,"M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Energy metabolism,pathway
M00123,"M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Lipid metabolism,pathway
M00123,"M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Nucleotide metabolism,pathway
M00123,"M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Amino acid metabolism,pathway
M00123,"M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Glycan metabolism,pathway
M00123,"M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Metabolism of cofactors and vitamins,pathway
M00123,"M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00123,"M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of other secondary metabolites,pathway
M00123,"M00123 Biotin biosynthesis, pimeloyl-ACP/CoA => biotin [PATH:map00780map01240map01100]",map00780map01240map01100,Cofactor and vitamin metabolism,Xenobiotics biodegradation,pathway
M00124,"M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750map01240map01100]",map00750map01240map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
M00124,"M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750map01240map01100]",map00750map01240map01100,Cofactor and vitamin metabolism,Energy metabolism,pathway
M00124,"M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750map01240map01100]",map00750map01240map01100,Cofactor and vitamin metabolism,Lipid metabolism,pathway
M00124,"M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750map01240map01100]",map00750map01240map01100,Cofactor and vitamin metabolism,Nucleotide metabolism,pathway
M00124,"M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750map01240map01100]",map00750map01240map01100,Cofactor and vitamin metabolism,Amino acid metabolism,pathway
M00124,"M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750map01240map01100]",map00750map01240map01100,Cofactor and vitamin metabolism,Glycan metabolism,pathway
M00124,"M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750map01240map01100]",map00750map01240map01100,Cofactor and vitamin metabolism,Metabolism of cofactors and vitamins,pathway
M00124,"M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750map01240map01100]",map00750map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00124,"M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750map01240map01100]",map00750map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of other secondary metabolites,pathway
M00124,"M00124 Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P [PATH:map00750map01240map01100]",map00750map01240map01100,Cofactor and vitamin metabolism,Xenobiotics biodegradation,pathway
M00125,"M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740map01240map01100map01110]",map00740map01240map01100map01110,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
M00125,"M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740map01240map01100map01110]",map00740map01240map01100map01110,Cofactor and vitamin metabolism,Energy metabolism,pathway
M00125,"M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740map01240map01100map01110]",map00740map01240map01100map01110,Cofactor and vitamin metabolism,Lipid metabolism,pathway
M00125,"M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740map01240map01100map01110]",map00740map01240map01100map01110,Cofactor and vitamin metabolism,Nucleotide metabolism,pathway
M00125,"M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740map01240map01100map01110]",map00740map01240map01100map01110,Cofactor and vitamin metabolism,Amino acid metabolism,pathway
M00125,"M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740map01240map01100map01110]",map00740map01240map01100map01110,Cofactor and vitamin metabolism,Glycan metabolism,pathway
M00125,"M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740map01240map01100map01110]",map00740map01240map01100map01110,Cofactor and vitamin metabolism,Metabolism of cofactors and vitamins,pathway
M00125,"M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740map01240map01100map01110]",map00740map01240map01100map01110,Cofactor and vitamin metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00125,"M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740map01240map01100map01110]",map00740map01240map01100map01110,Cofactor and vitamin metabolism,Biosynthesis of other secondary metabolites,pathway
M00125,"M00125 Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD [PATH:map00740map01240map01100map01110]",map00740map01240map01100map01110,Cofactor and vitamin metabolism,Xenobiotics biodegradation,pathway
M00126,"M00126 Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790map00670map01240map01100]",map00790map00670map01240map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
M00126,"M00126 Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790map00670map01240map01100]",map00790map00670map01240map01100,Cofactor and vitamin metabolism,Energy metabolism,pathway
M00126,"M00126 Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790map00670map01240map01100]",map00790map00670map01240map01100,Cofactor and vitamin metabolism,Lipid metabolism,pathway
M00126,"M00126 Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790map00670map01240map01100]",map00790map00670map01240map01100,Cofactor and vitamin metabolism,Nucleotide metabolism,pathway
M00126,"M00126 Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790map00670map01240map01100]",map00790map00670map01240map01100,Cofactor and vitamin metabolism,Amino acid metabolism,pathway
M00126,"M00126 Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790map00670map01240map01100]",map00790map00670map01240map01100,Cofactor and vitamin metabolism,Glycan metabolism,pathway
M00126,"M00126 Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790map00670map01240map01100]",map00790map00670map01240map01100,Cofactor and vitamin metabolism,Metabolism of cofactors and vitamins,pathway
M00126,"M00126 Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790map00670map01240map01100]",map00790map00670map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00126,"M00126 Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790map00670map01240map01100]",map00790map00670map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of other secondary metabolites,pathway
M00126,"M00126 Tetrahydrofolate biosynthesis, GTP => THF [PATH:map00790map00670map01240map01100]",map00790map00670map01240map01100,Cofactor and vitamin metabolism,Xenobiotics biodegradation,pathway
M00127,"M00127 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730map01240map01100]",map00730map01240map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
M00127,"M00127 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730map01240map01100]",map00730map01240map01100,Cofactor and vitamin metabolism,Energy metabolism,pathway
M00127,"M00127 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730map01240map01100]",map00730map01240map01100,Cofactor and vitamin metabolism,Lipid metabolism,pathway
M00127,"M00127 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730map01240map01100]",map00730map01240map01100,Cofactor and vitamin metabolism,Nucleotide metabolism,pathway
M00127,"M00127 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730map01240map01100]",map00730map01240map01100,Cofactor and vitamin metabolism,Amino acid metabolism,pathway
M00127,"M00127 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730map01240map01100]",map00730map01240map01100,Cofactor and vitamin metabolism,Glycan metabolism,pathway
M00127,"M00127 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730map01240map01100]",map00730map01240map01100,Cofactor and vitamin metabolism,Metabolism of cofactors and vitamins,pathway
M00127,"M00127 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730map01240map01100]",map00730map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00127,"M00127 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730map01240map01100]",map00730map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of other secondary metabolites,pathway
M00127,"M00127 Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP [PATH:map00730map01240map01100]",map00730map01240map01100,Cofactor and vitamin metabolism,Xenobiotics biodegradation,pathway
M00128,"M00128 Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130map01240map01100]",map00130map01240map01100,Cofactor and vitamin metabolism,Carbohydrate metabolism,pathway
M00128,"M00128 Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130map01240map01100]",map00130map01240map01100,Cofactor and vitamin metabolism,Energy metabolism,pathway
M00128,"M00128 Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130map01240map01100]",map00130map01240map01100,Cofactor and vitamin metabolism,Lipid metabolism,pathway
M00128,"M00128 Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130map01240map01100]",map00130map01240map01100,Cofactor and vitamin metabolism,Nucleotide metabolism,pathway
M00128,"M00128 Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130map01240map01100]",map00130map01240map01100,Cofactor and vitamin metabolism,Amino acid metabolism,pathway
M00128,"M00128 Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130map01240map01100]",map00130map01240map01100,Cofactor and vitamin metabolism,Glycan metabolism,pathway
M00128,"M00128 Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130map01240map01100]",map00130map01240map01100,Cofactor and vitamin metabolism,Metabolism of cofactors and vitamins,pathway
M00128,"M00128 Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130map01240map01100]",map00130map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00128,"M00128 Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130map01240map01100]",map00130map01240map01100,Cofactor and vitamin metabolism,Biosynthesis of other secondary metabolites,pathway
M00128,"M00128 Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol [PATH:map00130map01240map01100]",map00130map01240map01100,Cofactor and vitamin metabolism,Xenobiotics biodegradation,pathway
M00129,"M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040map00053map01240map01100]",map00040map00053map01240map01100,Other carbohydrate metabolism,Carbohydrate metabolism,pathway
M00129,"M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040map00053map01240map01100]",map00040map00053map01240map01100,Other carbohydrate metabolism,Energy metabolism,pathway
M00129,"M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040map00053map01240map01100]",map00040map00053map01240map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
M00129,"M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040map00053map01240map01100]",map00040map00053map01240map01100,Other carbohydrate metabolism,Nucleotide metabolism,pathway
M00129,"M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040map00053map01240map01100]",map00040map00053map01240map01100,Other carbohydrate metabolism,Amino acid metabolism,pathway
M00129,"M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040map00053map01240map01100]",map00040map00053map01240map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
M00129,"M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040map00053map01240map01100]",map00040map00053map01240map01100,Other carbohydrate metabolism,Metabolism of cofactors and vitamins,pathway
M00129,"M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040map00053map01240map01100]",map00040map00053map01240map01100,Other carbohydrate metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00129,"M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040map00053map01240map01100]",map00040map00053map01240map01100,Other carbohydrate metabolism,Biosynthesis of other secondary metabolites,pathway
M00129,"M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040map00053map01240map01100]",map00040map00053map01240map01100,Other carbohydrate metabolism,Xenobiotics biodegradation,pathway
M00130,"M00130 Inositol phosphate metabolism, PI=> PIP2=> Ins(1,4,5)P3=> Ins(1,3,4,5)P4[PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Carbohydrate metabolism,pathway
M00130,"M00130 Inositol phosphate metabolism, PI=> PIP2=> Ins(1,4,5)P3=> Ins(1,3,4,5)P4[PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Energy metabolism,pathway
M00130,"M00130 Inositol phosphate metabolism, PI=> PIP2=> Ins(1,4,5)P3=> Ins(1,3,4,5)P4[PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
M00130,"M00130 Inositol phosphate metabolism, PI=> PIP2=> Ins(1,4,5)P3=> Ins(1,3,4,5)P4[PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Nucleotide metabolism,pathway
M00130,"M00130 Inositol phosphate metabolism, PI=> PIP2=> Ins(1,4,5)P3=> Ins(1,3,4,5)P4[PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Amino acid metabolism,pathway
M00130,"M00130 Inositol phosphate metabolism, PI=> PIP2=> Ins(1,4,5)P3=> Ins(1,3,4,5)P4[PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
M00130,"M00130 Inositol phosphate metabolism, PI=> PIP2=> Ins(1,4,5)P3=> Ins(1,3,4,5)P4[PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Metabolism of cofactors and vitamins,pathway
M00130,"M00130 Inositol phosphate metabolism, PI=> PIP2=> Ins(1,4,5)P3=> Ins(1,3,4,5)P4[PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00130,"M00130 Inositol phosphate metabolism, PI=> PIP2=> Ins(1,4,5)P3=> Ins(1,3,4,5)P4[PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Biosynthesis of other secondary metabolites,pathway
M00130,"M00130 Inositol phosphate metabolism, PI=> PIP2=> Ins(1,4,5)P3=> Ins(1,3,4,5)P4[PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Xenobiotics biodegradation,pathway
M00131,"M00131 Inositol phosphate metabolism, Ins(1,3,4,5)P4=> Ins(1,3,4)P3=> myo-inositol [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Carbohydrate metabolism,pathway
M00131,"M00131 Inositol phosphate metabolism, Ins(1,3,4,5)P4=> Ins(1,3,4)P3=> myo-inositol [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Energy metabolism,pathway
M00131,"M00131 Inositol phosphate metabolism, Ins(1,3,4,5)P4=> Ins(1,3,4)P3=> myo-inositol [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
M00131,"M00131 Inositol phosphate metabolism, Ins(1,3,4,5)P4=> Ins(1,3,4)P3=> myo-inositol [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Nucleotide metabolism,pathway
M00131,"M00131 Inositol phosphate metabolism, Ins(1,3,4,5)P4=> Ins(1,3,4)P3=> myo-inositol [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Amino acid metabolism,pathway
M00131,"M00131 Inositol phosphate metabolism, Ins(1,3,4,5)P4=> Ins(1,3,4)P3=> myo-inositol [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
M00131,"M00131 Inositol phosphate metabolism, Ins(1,3,4,5)P4=> Ins(1,3,4)P3=> myo-inositol [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Metabolism of cofactors and vitamins,pathway
M00131,"M00131 Inositol phosphate metabolism, Ins(1,3,4,5)P4=> Ins(1,3,4)P3=> myo-inositol [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00131,"M00131 Inositol phosphate metabolism, Ins(1,3,4,5)P4=> Ins(1,3,4)P3=> myo-inositol [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Biosynthesis of other secondary metabolites,pathway
M00131,"M00131 Inositol phosphate metabolism, Ins(1,3,4,5)P4=> Ins(1,3,4)P3=> myo-inositol [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Xenobiotics biodegradation,pathway
M00132,"M00132 Inositol phosphate metabolism, Ins(1,3,4)P3=> phytate [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Carbohydrate metabolism,pathway
M00132,"M00132 Inositol phosphate metabolism, Ins(1,3,4)P3=> phytate [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Energy metabolism,pathway
M00132,"M00132 Inositol phosphate metabolism, Ins(1,3,4)P3=> phytate [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Lipid metabolism,pathway
M00132,"M00132 Inositol phosphate metabolism, Ins(1,3,4)P3=> phytate [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Nucleotide metabolism,pathway
M00132,"M00132 Inositol phosphate metabolism, Ins(1,3,4)P3=> phytate [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Amino acid metabolism,pathway
M00132,"M00132 Inositol phosphate metabolism, Ins(1,3,4)P3=> phytate [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Glycan metabolism,pathway
M00132,"M00132 Inositol phosphate metabolism, Ins(1,3,4)P3=> phytate [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Metabolism of cofactors and vitamins,pathway
M00132,"M00132 Inositol phosphate metabolism, Ins(1,3,4)P3=> phytate [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Biosynthesis of terpenoids and polyketides,pathway
M00132,"M00132 Inositol phosphate metabolism, Ins(1,3,4)P3=> phytate [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Biosynthesis of other secondary metabolites,pathway
M00132,"M00132 Inositol phosphate metabolism, Ins(1,3,4)P3=> phytate [PATH:map00562map01100]",map00562map01100,Other carbohydrate metabolism,Xenobiotics biodegradation,pathway
M00133,"M00133 Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330map01100]",map00330map01100,Polyamine biosynthesis,Carbohydrate metabolism,pathway
M00133,"M00133 Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330map01100]",map00330map01100,Polyamine biosynthesis,Energy metabolism,pathway
M00133,"M00133 Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330map01100]",map00330map01100,Polyamine biosynthesis,Lipid metabolism,pathway
M00133,"M00133 Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330map01100]",map00330map01100,Polyamine biosynthesis,Nucleotide metabolism,pathway
M00133,"M00133 Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330map01100]",map00330map01100,Polyamine biosynthesis,Amino acid metabolism,pathway
M00133,"M00133 Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330map01100]",map00330map01100,Polyamine biosynthesis,Glycan metabolism,pathway
M00133,"M00133 Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330map01100]",map00330map01100,Polyamine biosynthesis,Metabolism of cofactors and vitamins,pathway
M00133,"M00133 Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330map01100]",map00330map01100,Polyamine biosynthesis,Biosynthesis of terpenoids and polyketides,pathway
M00133,"M00133 Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine [PATH:map00330map01100]",map00330map01100,Polyamine biosynthesis,Biosynthesis of other secondary metabolites,pathway
